name,iata_code
Whitehorse / Erik Nielsen International Airport,YXY
Wawa Airport,YXZ
Sanhe Airport,YYA
North Bay Jack Garland Airport,YYB
Calgary International Airport,YYC
Smithers Airport,YYD
Fort Nelson Airport,YYE
Penticton Airport,YYF
Charlottetown Airport,YYG
Taloyoak Airport,YYH
Victoria International Airport,YYJ
Lynn Lake Airport,YYL
Swift Current Airport,YYN
Churchill Airport,YYQ
Goose Bay Airport,YYR
St. John's International Airport,YYT
Kapuskasing Airport,YYU
Armstrong Airport,YYW
Mont Joli Airport,YYY
Lester B. Pearson International Airport,YYZ
Gore Bay Manitoulin Airport,YZE
Yellowknife Airport,YZF
Salluit Airport,YZG
Slave Lake Airport,YZH
Sandspit Airport,YZP
Chris Hadfield Airport,YZR
Coral Harbour Airport,YZS
Port Hardy Airport,YZT
Whitecourt Airport,YZU
Sept-Ãles Airport,YZV
Teslin Airport,YZW
CFB Greenwood,YZX
Zhangye Ganzhou Airport,YZY
York Landing Airport,ZAC
Zadar Airport,ZAD
Zagreb Airport,ZAG
Zahedan International Airport,ZAH
Pichoy Airport,ZAL
Zamboanga International Airport,ZAM
Cahors-Lalbenque Airport,ZAO
Zaria Airport,ZAR
Zaragoza Air Base,ZAZ
Bathurst Airport,ZBF
Bromont (Roland Desourdy) Airport,ZBM
Konarak Airport,ZBR
General Leobardo C. Ruiz International Airport,ZCL
La AraucanÃ­a Airport,ZCO
Secunda Airport,ZEC
Eastmain River Airport,ZEM
Ziro Airport,ZER
Faro Airport,ZFA
Fond-Du-Lac Airport,ZFD
Fort Mcpherson Airport,ZFM
Tulita Airport,ZFN
Grand Forks Airport,ZGF
Gods River Airport,ZGI
Little Grand Rapids Airport,ZGR
Gaua Island Airport,ZGU
Zhanjiang Airport,ZHA
Grenchen Airport,ZHI
Zhongwei Shapotou Airport,ZHY
Zhukovsky International Airport,ZIA
Victoria Airport,ZIC
Ziguinchor Airport,ZIG
Ixtapa Zihuatanejo International Airport,ZIH
Zhigansk Airport,ZIX
Jenpeg Airport,ZJG
Swan River Airport,ZJN
Kashechewan Airport,ZKE
Zyryanka Airport,ZKP
Playa De Oro International Airport,ZLO
"Magdeburg ""City"" Airport",ZMG
Masset Airport,ZMT
Zinder Airport,ZND
Newman Airport,ZNE
Abeid Amani Karume International Airport,ZNZ
CaÃ±al Bajo Carlos - Hott Siebert Airport,ZOS
Sachigo Lake Airport,ZPB
Donaueschingen-Villingen Airport,ZQL
Queenstown International Airport,ZQN
Zhangjiakou Ningyuan Airport,ZQZ
ZÃ¼rich Airport,ZRH
Round Lake (Weagamow Lake) Airport,ZRJ
San Salvador Airport,ZSA
Pierrefonds Airport,ZSE
Sandy Lake Airport,ZSJ
Stewart Airport,ZST
"Zakynthos International Airport ""Dionysios Solomos""",ZTH
Shamattawa Airport,ZTM
Ignace Municipal Airport,ZUC
Zhuhai Jinwan Airport,ZUH
Miandrivazo Airport,ZVA
Savannakhet Airport,ZVK
Andapa Airport,ZWA
Wollaston Lake Airport,ZWL
Zabrat Airport,ZXT
Zunyi Xinzhou Airport,ZYI
Osmany International Airport,ZYL
Mzuzu Airport,ZZU
Zanesville Municipal Airport,ZZV
